6.649876e-01,5.050100e+02,4.956342e+02,4.938136e+02,4.970534e+02,5.044966e+02,5.008503e+02,-2.081905e+00,-2.948961e+00,4.983751e+02,-3.411412e-04,
-1.270793e+00,5.019331e+02,9.237911e-01,5.024004e+02,4.969691e+02,4.946561e+02,-9.149189e-01,-1.772436e+00,-3.695557e+00,3.902500e-01,-3.556148e+00,
6.743769e-01,4.938842e+02,4.982862e+02,4.981444e+02,5.039854e+02,5.010002e+02,4.946148e+02,1.017368e+00,7.960932e-01,2.172047e+00,5.035909e+02,
5.318590e-02,4.769906e+00,5.079575e+02,4.962367e+02,5.845037e-01,5.000808e+02,3.765116e+00,4.975013e+02,5.037750e+02,-1.513915e+00,5.020651e+02,
-6.236357e-01,4.943493e+02,5.006969e+02,5.028366e+02,4.966793e+02,-4.153749e+00,5.010529e+02,-1.765557e+00,-2.394772e+00,3.841977e-01,2.077632e+00,
-1.246810e+00,4.988239e+02,5.034446e+02,-6.232637e-01,1.832769e+00,-1.704577e+00,-2.539140e+00,-1.619370e-01,7.226429e-01,5.035327e+02,5.026253e+02,
-1.915813e+00,8.328354e-01,-1.701422e-01,4.984363e+02,-2.592173e+00,1.881974e+00,-2.328875e+00,4.973323e+02,-7.206470e-01,4.978366e+02,-3.943965e+00,
-1.254451e+00,2.741980e+00,-1.709091e-01,4.978297e+02,5.035281e+02,-2.883542e+00,8.884269e-01,-1.019194e+00,5.025261e+02,-2.452213e+00,4.990325e+02,
-1.893464e+00,-6.918834e-02,-9.057661e-01,-3.877670e-01,-1.202894e+00,5.012375e+02,1.419497e+00,-5.166256e-01,5.012433e+02,5.044033e+02,-1.306576e+00,
-1.242462e+00,5.058276e+02,4.966419e+02,-6.771546e-01,1.923852e+00,1.297706e+00,-6.192904e-01,4.989722e+02,2.424583e+00,5.032643e+02,2.728481e-01,
3.969913e-02,4.991972e+02,-1.646091e+00,5.027514e+02,1.460718e+00,4.968892e+02,4.094448e+00,9.844391e-01,5.077070e+02,4.963423e+02,4.969707e+02,
-6.084278e-01,3.245879e-01,3.277094e+00,3.593556e+00,4.912993e+02,4.967547e+02,5.026010e+02,2.017337e+00,-7.132507e-01,5.042542e+02,4.981611e+02,
2.121913e-02,4.966000e+02,1.130292e+00,6.308233e-01,4.961231e+02,5.029672e+02,5.054514e+02,4.921731e+02,4.935249e+02,1.748515e+00,5.472514e-02,
5.458839e-03,-2.016480e+00,4.919033e+02,4.929621e+02,4.983677e+02,5.018059e+02,5.009223e+02,1.589015e+00,4.919348e+02,-3.040727e-01,1.003869e+00,
-6.166314e-01,2.695458e-02,-4.977727e-01,1.107270e-01,-2.124816e+00,5.013128e+02,5.006101e+02,-1.928088e-01,5.049436e+02,4.969574e+02,4.940544e+02,
1.335412e+00,5.021077e+02,5.065281e+02,-1.847829e+00,6.082540e-01,5.014818e+02,4.978139e+02,5.009818e+02,5.024963e+02,4.989212e+02,5.016031e+02,
-1.896981e+00,-3.068864e-01,9.133003e-01,-2.822691e+00,-3.458661e+00,5.047807e+02,5.587808e-02,6.268149e-01,2.071045e+00,4.981249e+02,5.012004e+02,
6.883811e-01,5.014116e+02,5.013827e+02,-6.953732e-01,4.998357e+02,9.583430e-02,5.005813e+02,5.038131e+02,-1.202276e-02,5.013685e+02,5.005827e+02,
1.978451e+00,3.041056e+00,4.997995e+02,5.034489e+02,4.944149e+02,4.999867e+02,5.024929e+02,5.027536e+02,5.013507e+02,5.049960e+02,4.976419e+02,
-6.142380e-01,1.111017e+00,2.049473e+00,4.958101e+02,4.731401e+00,-1.181054e+00,4.971519e+02,1.681364e+00,4.963844e+02,4.948548e+02,5.044655e+02,
6.831894e-01,5.026973e+02,4.065082e+00,5.057860e+02,-2.534874e+00,5.011607e+02,4.958141e+02,5.006506e+02,4.987690e+02,4.972765e+02,6.489519e-01,
-2.551274e+00,2.639284e+00,-2.213432e-01,5.014194e+02,2.468281e+00,-1.721482e-02,-4.991117e+00,-2.863949e+00,3.534320e-01,4.948150e+02,-3.860749e-01,
6.634260e-01,5.009206e+02,1.175244e+00,5.017242e+02,5.002114e+02,4.934559e+02,1.831226e-01,4.949638e+02,1.327212e+00,4.979846e+02,4.970435e+02,
-6.005330e-01,-1.624473e+00,-1.207148e+00,1.866985e+00,3.342082e+00,5.020020e+02,-1.164131e+00,5.033063e+02,5.035930e+02,4.983048e+02,4.992795e+02,
-5.920212e-01,2.952649e+00,1.486752e+00,5.027630e+02,5.044396e+02,1.865915e+00,4.987916e+02,4.983389e+02,5.030033e+02,1.958331e+00,-1.293024e+00,
3.991102e-02,2.246249e+00,4.942467e+02,5.023624e+02,4.985337e+02,5.040377e+02,8.619838e-01,5.000793e+02,-1.324987e+00,1.843352e+00,5.020295e+02,
-1.271426e+00,1.917074e+00,-2.295782e+00,-1.513961e-01,-5.023652e-01,4.978311e+02,4.962054e+02,3.439881e+00,2.180832e+00,4.951829e+02,4.930348e+02,
-1.268405e+00,1.938771e+00,4.977214e+02,5.023488e+02,-3.765920e+00,5.369555e-01,1.355678e+00,4.935391e+02,4.985759e+02,-2.272661e+00,-7.903644e-01,
5.176328e-02,4.990097e+02,5.055008e+02,4.992602e+02,3.393304e-01,2.793703e+00,3.590483e+00,5.015742e+02,5.039603e+02,3.939278e-01,4.976947e+02,
6.868345e-01,5.038146e+02,4.998874e+02,4.991248e+02,4.991173e+02,4.949258e+02,5.064609e+02,3.012408e+00,5.016047e+02,-1.653194e+00,8.684992e-01,
-1.250287e+00,5.012087e+02,6.632547e-01,5.073544e+02,4.945513e+02,-2.705132e+00,1.637717e+00,2.032187e-01,1.249252e+00,-2.003567e-01,4.992917e+02,
1.319445e+00,4.977164e+02,5.000200e+02,5.008547e+02,-6.213926e-01,5.000725e+02,5.024592e+02,2.029060e+00,5.039276e+02,4.964409e+02,4.953998e+02,
4.430432e-02,4.979978e+02,3.688226e-01,5.008277e+02,8.006640e-01,4.978121e+02,5.016917e+02,5.000250e+02,5.053581e+02,2.244235e+00,1.200533e+00,
1.302036e+00,4.902589e+02,4.981888e+02,5.003065e+02,5.015151e+02,-9.445539e-01,5.007267e+02,5.028910e+02,4.926672e+02,1.887201e+00,4.972859e+02,
3.761669e-02,5.033500e+02,4.927045e+02,5.029958e+02,-2.988749e+00,4.321931e+00,-2.307001e+00,1.101325e-02,5.029037e+02,4.983904e+02,5.037530e+02,
-5.954832e-01,5.052298e+02,4.998974e+02,5.008250e+00,5.009239e+02,-5.333693e+00,2.242110e-01,1.995989e+00,1.239728e-02,4.986154e+02,5.050455e+02,
6.860331e-01,4.952246e+02,1.645093e+00,5.004699e+02,4.948724e+02,5.021083e+02,2.365324e+00,-1.066023e+00,5.038139e+02,5.035499e+02,5.035578e+02,
6.733398e-01,-6.449074e-01,5.051598e+02,-2.610094e-01,4.992439e+02,4.978489e+02,4.968528e+02,-3.711195e+00,5.035947e+02,4.999353e+02,4.986681e+02,
-6.012691e-01,4.964125e+02,5.041398e+02,-6.818256e-01,3.088964e+00,5.056159e+02,4.987259e+02,1.827740e+00,-2.932542e+00,2.756429e+00,4.981744e+02,
-6.051333e-01,5.000780e+02,5.026251e+02,4.946059e+02,-5.872254e-01,1.806356e+00,5.002827e+02,3.561813e+00,-1.502869e-01,-8.779375e-01,5.027829e+02,
1.318862e+00,6.919734e-01,1.076572e+00,5.049521e+02,5.034947e+02,4.972532e+02,4.990789e+02,5.006783e+02,4.992702e+02,4.977613e+02,4.935883e+02,
6.037550e-02,1.350799e+00,-3.658534e+00,5.024247e+02,5.041639e+02,5.068149e+02,5.029131e+02,5.034978e+02,-9.988205e-01,3.351312e+00,5.009445e+02,
-6.168441e-01,1.051433e+00,5.028062e+02,5.054574e+02,1.162193e+00,5.019495e+02,4.916672e+02,-8.560298e-01,9.997183e-01,4.912261e+02,-4.282699e-01,
5.165622e-02,5.015972e+02,4.979558e+02,1.854075e+00,-1.123105e+00,1.501856e+00,1.284380e+00,5.042149e+02,5.009731e+02,5.040943e+02,5.016818e+02,
6.741723e-01,-4.251295e+00,5.017297e+02,4.959257e+02,5.036409e+02,4.982674e+02,5.050449e+02,5.006252e+02,5.002222e+02,-1.873126e+00,-1.998876e+00,
6.657480e-01,2.560559e+00,4.959022e+02,4.977817e+02,4.983994e+02,4.972857e+02,4.957651e+02,-1.080451e+00,5.009476e+02,5.013831e+02,1.847618e+00,
1.301818e+00,5.001767e+02,-2.497414e+00,-3.958698e-01,4.980249e+02,4.931063e+02,5.019059e+02,4.969038e+02,5.000036e+02,5.018929e+02,4.954926e+02,
-1.898449e+00,-7.549312e-01,4.995470e+02,6.663749e-01,-2.228309e+00,5.032434e+02,-2.400588e+00,1.600807e+00,-3.421999e-01,5.009508e+02,-2.373822e-01,
1.315199e+00,5.044549e+02,4.993120e+02,4.954980e+02,4.996721e+02,5.014894e+02,4.938073e+02,-2.700447e+00,1.200757e+00,5.034557e+02,4.988126e+02,
4.235662e-02,2.410837e+00,3.112073e+00,5.018659e+02,5.047686e+02,4.995547e+02,5.040414e+02,4.984225e+02,-3.192152e+00,4.974438e+02,-1.613085e+00,
6.770187e-01,3.315506e-01,-5.380469e-01,5.002326e+02,5.061540e+02,5.029927e+02,5.027024e+02,4.956621e+02,4.960589e+02,-2.889925e+00,4.988363e+02,
6.692698e-01,-7.723237e-01,4.528739e-01,5.016471e+02,-1.399301e+00,4.994337e+02,4.970170e+02,4.975815e+02,4.947750e+02,5.005599e+02,5.042312e+02,
6.647277e-01,4.998269e+02,4.997798e+02,5.004970e+02,2.539990e+00,4.960942e+02,4.925209e+02,4.996472e+02,-3.362789e+00,4.987611e+02,3.695944e+00,
-6.104356e-01,5.066372e+02,-7.621892e-01,-2.921852e-01,5.001459e+02,-4.148586e+00,4.986080e+02,3.722311e+00,4.995174e+02,1.724388e-01,4.964104e+02,
1.700311e-02,2.780113e-01,4.972563e+02,4.978887e+02,4.939535e+02,4.976388e+02,-1.841768e+00,3.147106e+00,5.012684e+02,5.005089e+02,-2.967042e+00,
4.074662e-02,-2.630409e-01,4.964329e+02,5.033047e+02,5.009181e+02,4.984968e+02,1.849021e+00,5.012044e+02,1.876741e+00,5.032206e+02,-1.475681e+00,
5.391209e-02,4.573977e+00,-2.664646e-01,2.680264e+00,5.064847e+02,4.979696e+02,4.978917e+02,5.052910e+02,-2.285316e+00,5.049056e+02,4.985407e+02,
-1.898998e+00,-4.385200e+00,4.972295e+02,1.156842e+00,5.066765e+02,5.022766e+02,-4.365823e+00,-7.891515e-01,1.482209e+00,-8.197828e-01,1.157121e+00,
-1.285752e+00,5.007405e+02,4.957068e+02,-2.846176e-01,4.954601e+02,-1.449397e-01,-9.153697e-01,-2.056863e+00,-1.295721e+00,-2.442847e+00,4.909533e+02,
1.313559e+00,5.002855e+02,9.278548e-01,4.895390e+02,5.078575e+02,3.318380e+00,5.036532e+02,4.955678e+02,4.979399e+02,4.961437e+02,4.984957e+02,
3.871358e-02,4.970239e+02,-9.693611e-01,1.453142e+00,1.973920e+00,5.031361e+02,5.000335e+02,4.932810e+02,4.987927e+02,4.690255e+00,5.045710e+02,
6.763984e-01,5.004143e+02,1.474686e+00,5.025817e+02,4.968373e+02,4.927048e+02,-4.002040e+00,-6.757220e-02,5.037438e+02,5.048035e+02,5.005705e+02,
4.298668e-02,5.073354e+02,2.635281e+00,4.994436e+02,5.029884e+02,5.052984e+02,5.016626e+02,-1.537948e+00,-4.430391e+00,4.962018e+02,-2.293444e+00,
6.708329e-01,4.965655e+02,4.990559e+02,4.995275e+02,4.980922e+02,5.003368e+02,8.130260e-01,3.219260e-01,5.026237e+02,-3.395546e+00,5.007992e+02,
6.767255e-01,7.535385e-01,5.004224e+02,5.022983e+02,4.979260e+02,5.019779e+02,-1.586360e+00,4.966952e+02,1.267082e+00,5.013406e+02,4.982203e+02,
1.319149e+00,5.041666e+02,4.981551e+02,5.026696e+02,5.015727e+02,4.920868e+02,4.945054e+02,5.003602e+02,1.632010e+00,2.251855e+00,5.006688e+02,
2.863708e-02,-1.277169e+00,9.611995e-01,4.955028e+02,1.265242e+00,4.954314e+02,4.980228e+02,5.046426e+02,4.983793e+02,2.612795e+00,5.006222e+02,
6.768537e-01,5.007269e+02,4.994913e+02,5.024880e+02,-6.601201e-01,4.983741e+02,-1.127819e+00,4.956299e+02,5.021572e+02,4.968967e+02,5.438413e+00,
1.347867e+00,5.001658e+02,5.006456e+02,4.999141e+02,1.525091e-01,5.063275e+02,5.060668e+02,5.041706e+02,5.044250e+02,4.993135e+02,-8.169669e-01,
-1.246975e+00,5.006329e+02,-1.585877e+00,3.611701e+00,8.648641e-01,2.228606e+00,1.445944e+00,-3.416955e+00,5.026460e+02,4.948799e+02,5.045184e+02,
-1.242108e+00,5.033937e+02,-9.443293e-01,3.052435e-01,-2.219695e+00,2.610866e+00,5.022235e+02,-3.945256e-01,2.521170e+00,4.970918e+02,5.050161e+02,
-6.127864e-01,3.307131e+00,4.961607e+02,-4.165825e+00,1.946816e+00,4.969514e+02,5.021600e+02,5.034491e+02,-5.469865e-01,4.979265e+02,9.968902e-01,
6.778650e-01,2.196793e+00,4.959507e+02,5.016384e+02,2.023576e+00,4.993570e+02,4.983656e+02,4.979352e+02,5.006167e+02,-1.178494e+00,5.032942e+02,
-6.136050e-01,4.981052e+02,2.945272e+00,4.962606e+02,9.017470e-01,-7.932112e-01,4.965179e+02,-1.402997e+00,5.043374e+02,1.458660e+00,4.992196e+02,
