1.068715e+00,-4.158452e+00,5.581151e+00,3.552988e-01,1.273692e+00,6.597219e+00,1.183248e+01,-1.338580e+00,9.109643e+00,9.404120e+00,1.464925e+01,1.283616e+01,3.996865e+00,-2.207352e+00,9.990009e+00,2.025440e+01,1.030398e+01,6.393041e+00,-1.970890e-01,8.416539e+00,1.186804e+01,1.254828e+01,1.325519e+01,8.028647e+00,-4.786159e-01,-6.556141e-01,9.626647e+00,1.045405e+01,-1.413207e+00,1.220642e+01,2.393448e+00,8.648599e+00,1.648637e+01,1.421280e+01,1.111478e+01,1.064777e+00,-3.318760e+00,4.484080e+00,2.019624e+00,7.393681e-01,8.218108e+00,1.443091e+01,1.142107e+01,-9.710710e-01,7.019714e+00,9.629333e+00,-1.556967e+00,1.235107e+01,8.820229e+00,3.642539e+00,1.319919e+01,
-6.583774e-01,-7.903278e-01,-3.851099e-01,4.683688e+00,1.057955e+01,-1.358343e+00,3.082875e+00,7.887993e+00,7.286571e+00,1.052256e+01,1.110741e+01,1.927749e+00,3.646956e+00,-2.436205e+00,9.013911e+00,1.945659e+00,1.425776e+01,9.179767e+00,1.494532e+01,1.443743e+01,7.514229e-01,1.104418e+00,2.846208e+00,7.391480e+00,-2.278590e+00,1.363384e+01,-1.402342e+00,-5.779969e-01,-1.254540e+00,6.884214e+00,8.162335e+00,5.085697e+00,1.900445e+01,5.527797e+00,-5.556198e-01,1.012540e+01,1.780531e+00,-3.543379e-01,5.449441e+00,1.262992e+01,7.711438e-01,-1.299065e+00,1.535743e+00,7.039370e+00,7.327034e+00,1.382040e+01,9.551376e-01,3.294812e+00,1.520835e+01,8.045115e+00,1.866270e+00,
1.262863e+00,4.264275e+00,6.256114e-02,1.015241e+01,1.258418e+01,-3.401035e+00,2.756362e+00,9.146102e-01,4.920831e+00,1.358237e+01,7.335562e+00,-8.667150e-01,-4.173356e-01,-6.230889e-01,8.230366e+00,1.381039e+01,-7.131210e-01,1.021372e+01,-7.410223e-01,1.081537e+00,7.370301e+00,4.893249e-01,1.851967e+00,8.392785e+00,3.944269e+00,9.118283e+00,-1.706065e+00,1.446455e+01,5.299216e+00,4.837432e+00,1.620613e+01,1.308418e+01,4.068562e+00,2.002110e+01,1.423707e+01,-1.029822e+00,-1.432218e+00,-1.479067e+00,8.772358e+00,1.894211e+00,1.140823e+00,1.102145e+01,1.563878e+01,1.622980e+01,1.159541e+01,1.970650e+01,1.379713e+01,1.829002e+01,1.398422e+01,7.458098e+00,1.009610e+01,
-1.406405e+00,9.742255e+00,-1.646903e+00,7.252304e+00,1.072477e+01,-2.551733e+00,-1.127303e+00,5.148688e+00,6.258724e+00,9.066839e+00,1.180496e+01,7.574954e+00,-1.897256e+00,1.051650e+01,1.332387e+01,8.270368e+00,1.192438e+01,3.353597e+00,-2.786898e-01,9.412734e+00,6.528651e+00,1.315860e+00,1.009395e+01,1.217358e+01,9.369473e+00,7.808264e+00,3.262375e+00,1.024367e+01,-8.049387e-01,2.336875e-01,4.282904e+00,6.880908e+00,-1.318393e+00,3.058120e+00,1.106352e+01,-1.197944e-01,1.295533e+01,-2.008914e+00,-1.808145e-01,1.251403e+01,-4.020404e+00,1.620530e+01,6.846420e-01,7.936664e-01,-1.713773e+00,6.643603e-01,3.744455e+00,1.933690e+00,-4.780368e-01,-2.270810e+00,1.738933e+00,
-7.133181e-01,1.152772e+01,7.699722e+00,4.119828e+00,8.985322e+00,1.077340e+01,1.697982e+01,5.574464e+00,5.545600e+00,1.357687e+01,-8.461188e-01,7.255552e+00,8.860098e+00,-2.633647e+00,5.937195e+00,3.085458e+00,1.261132e+01,-1.172034e+00,6.184714e+00,1.140091e+01,8.785228e+00,1.244737e+01,1.228508e+01,7.143698e+00,9.308175e+00,3.099609e+00,9.864553e-02,9.760942e+00,1.171147e+01,-9.001714e-02,-1.498641e+00,8.739028e+00,-1.557913e-01,1.588011e+00,8.683762e+00,1.725977e-02,-2.927398e-01,1.257699e+01,9.560932e+00,6.447543e-01,5.910074e+00,2.006375e-01,-1.051761e+00,8.101485e+00,-4.171662e+00,1.012375e+01,9.267273e+00,-5.615616e+00,-9.353654e-01,5.827886e-01,-2.481894e+00,
5.109644e-01,-2.002959e-01,1.092481e+01,2.032908e+01,1.262709e+01,1.542795e+00,1.167347e+01,1.128397e-01,1.618460e+01,1.594895e+00,2.188468e+00,1.360474e+01,2.358436e+00,3.366712e+00,6.520913e-02,6.951307e+00,9.765566e+00,1.044568e+01,1.225487e+01,1.268584e+01,-2.930900e+00,1.084825e+01,-2.819132e-01,1.304335e+01,9.519765e+00,-2.223998e-01,6.526335e+00,-1.107817e+00,5.474748e+00,9.010314e+00,-2.168855e+00,1.186249e+01,8.492594e-01,2.033863e+00,1.224109e+01,3.667041e+00,-2.222408e+00,1.828391e+01,1.476150e+00,-1.773551e+00,1.439711e+01,-2.079595e+00,8.195167e+00,6.202928e+00,8.027021e+00,-1.759311e+00,1.037595e+01,2.308810e+00,7.324575e+00,1.673331e+01,7.474133e+00,
-6.135445e-01,8.940874e+00,1.126156e+00,1.081286e+01,1.942173e+01,6.912716e+00,-1.237000e+00,-2.653254e+00,1.883107e+00,5.349535e-01,2.048650e+01,1.341026e+01,4.427233e+00,-2.426587e+00,-3.233008e+00,1.104794e+01,2.630665e+00,1.222455e+01,-3.278631e+00,8.541919e+00,1.547754e+01,1.384836e+01,1.547750e+01,-2.486063e+00,-1.665910e+00,1.119756e+01,-4.025072e+00,1.752853e+00,-2.473625e+00,2.752698e-01,1.904911e+00,2.358126e+00,1.244237e+01,-1.502424e+00,1.909359e+00,1.061438e+01,-2.792205e-01,2.091107e-01,1.673122e+00,7.153958e+00,7.028340e+00,-2.285053e-01,1.661516e+01,1.297172e+01,6.578217e+00,3.050345e+00,-1.391094e-02,1.045614e+00,1.067773e+01,1.128179e+01,1.144248e+01,
2.076188e+00,1.936341e+01,1.277814e+01,4.435415e+00,1.257695e+01,1.078958e+01,5.738479e-01,6.674360e-01,6.244923e+00,1.367176e+01,1.107061e-01,-1.766677e+00,1.192511e+01,1.264134e+01,1.507136e+01,-1.183941e+00,1.268868e+01,2.179764e+00,1.073420e+01,1.386505e+01,1.992969e+01,3.109415e+00,1.183413e+01,6.717014e+00,1.033116e+01,5.859245e+00,1.507940e+01,6.716859e-01,8.695775e+00,-1.693618e+00,1.523240e+01,9.528261e+00,8.441220e+00,5.494748e+00,9.018676e-01,6.685111e-01,3.306569e-01,5.967783e-01,1.122443e+01,3.599305e+00,9.713594e+00,8.432047e+00,1.053017e+01,6.269966e+00,1.080747e+01,1.507747e+01,2.216563e+00,1.155851e+01,2.963499e+00,7.728268e+00,4.506302e+00,
-1.332507e+00,1.065069e+01,9.547131e-01,1.279197e+01,7.201213e-01,1.250684e+01,1.304440e+01,1.490258e+01,-1.084084e-01,-3.073365e+00,-1.652044e+00,1.000763e+00,1.788192e+01,5.729315e+00,1.550989e+01,1.187023e+01,-2.168924e+00,9.587577e-01,6.728463e+00,7.743400e+00,1.489460e+01,3.411090e+00,-1.112734e+00,9.536224e+00,-6.321723e-01,4.962778e+00,9.659991e+00,9.491526e+00,3.457771e+00,5.574549e+00,7.727010e-01,-1.703104e+00,-1.798013e+00,7.209324e+00,3.211931e-02,3.516737e+00,1.481494e+00,9.249840e-02,3.517458e+00,4.824773e+00,1.434474e+00,-1.534295e+00,7.907090e+00,9.435769e+00,7.433840e+00,6.403876e+00,1.116845e+01,-2.026631e-01,-2.238590e+00,1.739763e+00,-2.043643e-01,
6.950923e-01,1.908594e+01,-1.553770e+00,1.969568e+01,6.071074e+00,-1.615829e+00,1.027544e+01,1.033101e+01,1.078689e+00,7.673856e-01,-1.372263e-02,3.195179e-01,1.283104e+01,7.039741e+00,1.467376e+01,-1.135722e+00,-2.253484e+00,1.242507e+01,1.243201e+00,1.011153e+01,1.248295e+01,3.178036e+00,1.294356e+01,1.658553e-01,7.166767e+00,-1.196112e-01,1.127337e+01,5.991380e+00,1.788406e+00,9.184269e+00,1.164459e+01,-1.580742e+00,1.012210e+01,9.993747e+00,6.195835e-01,1.210420e+01,6.198541e+00,7.257086e-01,1.085408e+01,1.818755e+01,1.296284e+01,4.221879e-01,8.309256e+00,-1.245278e+00,4.696747e+00,9.488888e+00,1.119608e+01,6.106466e+00,1.103586e+01,2.170483e+00,-1.203836e-01,
