-1.138812e+00,2.650405e+00,1.256346e+01,-4.594917e+00,6.551938e-01,1.402320e+01,6.663986e+00,1.554751e+01,1.426452e+00,1.731425e+00,-2.261470e+00,1.367567e+01,-1.423559e+00,2.744161e-01,8.461511e+00,-1.263049e+00,-3.653803e+00,1.171286e+00,6.498298e+00,9.296084e+00,8.991435e+00,
1.823261e-01,1.371078e+01,-1.079150e+00,6.159303e+00,-3.416501e+00,1.891911e+00,-2.743956e+00,1.277629e+01,-3.830465e+00,2.318852e+00,1.878352e+01,8.032272e+00,1.266274e+01,1.279882e+01,1.009628e+01,-1.379240e+00,6.237183e+00,1.799320e-01,4.831116e+00,1.226455e+01,1.432941e+01,
-2.423634e-01,1.209798e+01,-2.587584e+00,1.239357e+01,1.212763e+01,-1.120752e+00,1.317855e+01,1.218905e+01,1.222255e+01,4.668087e+00,1.160796e+01,3.024520e+00,1.238087e+00,2.971061e+00,-2.070818e+00,1.499736e+00,-2.925914e+00,-3.968639e-01,1.408890e+01,1.075893e+01,-1.331680e+00,
-1.774260e-01,-9.052012e-02,7.728882e-01,1.631409e+01,6.650372e+00,7.567418e+00,1.091566e+01,7.893888e+00,1.344321e+01,2.671784e+00,-3.194130e-01,-3.502827e+00,2.303399e-01,1.222094e+01,-2.114388e-01,9.738153e+00,2.915211e+00,7.475346e+00,-3.343002e+00,1.029274e+01,1.367869e+01,
-9.119563e-01,1.085265e+00,3.824196e-01,-1.916859e+00,1.240596e+01,-6.633333e-01,2.824146e+00,7.741509e+00,2.403725e+00,3.739147e+00,2.399914e-02,5.818947e+00,1.062972e+01,-5.367168e-01,1.110098e+01,7.747195e+00,6.475712e-01,9.810691e+00,8.412971e+00,7.849913e+00,6.797160e+00,
-3.753880e-01,4.341077e+00,1.364416e+01,9.085504e-01,4.762991e+00,1.278783e+01,3.932918e+00,1.483058e+00,7.663887e-01,4.959591e+00,9.265377e+00,7.588861e+00,9.846968e+00,1.387680e+01,-1.174934e+00,1.095291e+01,8.985115e+00,-2.722773e+00,9.002709e-01,3.408679e+00,1.676578e+00,
1.254090e+00,-4.206102e-01,7.197696e+00,1.604975e+01,1.484303e+01,2.641434e+00,5.629270e+00,5.932069e+00,2.172389e+00,7.305164e+00,1.659918e+01,6.777753e+00,1.253477e+01,-4.753239e+00,9.659385e+00,1.083443e+01,3.555428e+00,1.318675e+01,1.430557e+01,8.868400e+00,-5.584703e-01,
1.558632e+00,1.088613e+01,1.470715e+01,-1.405680e+00,1.764060e+01,1.140304e+01,4.186289e+00,5.137191e+00,8.362788e+00,4.929556e-01,1.007965e+01,1.556678e+01,8.223057e+00,1.432654e+01,5.635816e+00,6.248935e+00,9.993837e+00,1.046416e+01,1.302955e+01,-3.729922e+00,-1.007401e+00,
-8.589533e-01,1.879663e+00,9.250339e-01,5.292240e-01,1.299557e+00,-1.690379e+00,-1.097606e-01,1.328459e+01,7.792560e+00,8.850577e+00,2.243739e+00,-2.610957e-01,1.230551e+01,5.468853e+00,1.155784e+01,1.382118e+01,1.261209e+00,7.355439e+00,9.350422e+00,1.988882e+00,-1.769554e-01,
5.659383e-01,1.802666e+00,-4.224028e+00,5.855489e+00,1.024407e+01,1.383642e+01,8.404180e+00,-1.496850e+00,3.286432e+00,1.133973e+00,1.097290e+00,1.200305e+01,1.188808e+01,-3.885078e-01,1.326392e+01,7.216092e+00,1.146838e+01,7.411494e+00,1.094710e+01,1.458680e+01,6.215232e+00,
-1.497188e-01,1.366137e+01,1.333835e+01,-1.700290e+00,1.784089e-02,-3.840038e+00,1.133597e+01,-2.511806e+00,5.674023e+00,-2.475851e-01,-2.654425e-01,6.632051e+00,1.646832e+01,1.726640e+01,1.056842e+00,6.699243e-01,9.490247e+00,1.858597e+00,7.943842e+00,1.309862e+01,6.083328e+00,
-1.364812e-01,1.671728e+01,1.402067e+01,1.028365e+01,9.881164e-01,6.136557e+00,8.392626e+00,9.345184e+00,9.326359e+00,8.363000e+00,1.066630e+01,1.111140e+00,8.819353e-01,-3.374269e+00,-1.250856e+00,9.846263e+00,1.535726e+01,1.680653e+00,-3.405354e+00,-1.272395e+00,2.559016e+00,
1.621958e+00,2.480064e+00,6.380402e+00,1.936793e+00,3.546126e+00,1.163163e+01,2.118217e+00,1.234718e+01,1.186137e+01,7.726238e+00,2.084765e+01,3.241935e-01,1.148694e+01,1.128924e+01,9.112041e+00,6.596378e+00,1.176478e+01,7.402550e+00,1.167541e+01,-3.514533e+00,1.486763e+01,
3.813079e-01,-9.412525e-01,-6.636099e-03,-4.342125e-01,1.871730e-01,1.591345e+01,1.051112e+01,-4.665795e-01,5.147913e+00,1.558698e+01,1.143447e+01,7.399619e+00,9.582741e+00,-3.285355e-01,-7.737662e-01,1.110933e+01,3.003673e+00,1.224658e+01,9.277692e+00,1.954523e+01,1.778188e+00,
5.567532e-01,7.394249e+00,7.255576e+00,2.103228e+00,-7.651424e-01,1.071738e+01,-1.136600e-01,1.292979e+01,1.786109e+01,2.472436e+00,3.442073e-01,3.624764e+00,8.990233e+00,4.343019e-02,-8.332938e-01,1.888104e+01,4.971153e+00,7.790979e+00,6.992724e+00,1.155624e+01,1.209715e+01,
3.714424e-01,-3.975234e+00,8.878138e+00,-1.616874e-01,1.927168e+01,1.648809e+01,-5.248411e-02,1.431163e+01,-1.181512e+00,1.006446e+01,-2.326495e-01,7.217554e+00,9.292755e+00,-1.860937e+00,1.341474e+01,8.134450e+00,8.933423e+00,1.235745e+01,-1.745582e+00,9.808807e+00,5.547589e-01,
-4.228883e-01,4.934103e+00,5.820591e+00,-9.780015e-01,1.169686e+01,1.387803e+01,1.522836e+01,8.709226e+00,-7.536150e-01,1.146431e+01,-2.153936e+00,-2.899265e+00,8.085009e+00,4.751978e+00,6.841239e+00,-2.080738e+00,6.936487e+00,1.026368e+01,1.183357e+00,-1.312654e+00,9.346107e+00,
7.903581e-02,1.048147e+01,1.734591e+00,1.768308e+00,9.280376e+00,-1.464581e+00,1.485086e+01,1.082028e+01,8.683856e+00,1.068934e-01,7.969622e+00,1.006511e+01,1.017245e+01,1.101209e+01,4.917139e-01,1.160266e+01,1.097701e+01,2.582586e+00,2.962538e-01,-3.540896e-01,8.731200e-01,
-1.046849e+00,7.578437e+00,7.247317e+00,2.174744e+00,7.709502e+00,-1.870672e+00,1.130156e+01,6.510001e+00,1.159184e+01,2.483207e+00,-1.384258e-01,7.710956e+00,-3.576770e+00,-2.537291e+00,3.742457e+00,1.234112e+01,-9.882337e-01,1.141340e+01,8.276099e+00,1.273007e+00,5.712194e-01,
1.990577e-01,-2.032535e+00,8.853223e+00,-7.018265e-01,5.081658e-01,-5.510682e+00,1.417723e+01,7.781158e+00,1.281581e+01,9.299472e+00,9.963296e-01,5.443891e+00,6.947247e+00,1.092689e+01,7.863055e+00,1.290759e+00,-2.791621e+00,1.128810e+01,1.030159e+01,1.087345e+01,1.672694e+01,
